Provincia,Partido,Localidad,Otras Velocidades,Hasta 512 Kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,Adsl,Cablemodem,Dial Up,Fibra Optica,Otras Tecnologias,Satelital,Wimax,Wireless,Población,Latitud,Longitud
Santa Fe,Las Colonias,San Jerónimo Del Sauce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0,0,0,119,0,0,0,0,742,-31.6112124759047,-61.1425180717315
Santa Fe,Las Colonias,San Jerónimo Norte,1.0,0.0,0.0,300.0,121.0,32.0,0.0,1621.0,191,0,0,1622,0,0,0,261,5962,-31.5545316682675,-61.078514153956
Santa Fe,Las Colonias,Santa Clara De Buena Vista,0.0,0.0,0.0,0.0,601.0,51.0,16.0,0.0,0,668,0,0,0,0,0,0,2540,-31.7657963305203,-61.3210236384566
Santa Fe,Las Colonias,Santo Domingo,0.0,0.0,0.0,249.0,5.0,1.0,0.0,0.0,0,0,0,0,0,0,0,255,1470,-31.1222768363914,-60.8888854567848
Santa Fe,Las Colonias,Sarmiento,130.0,0.0,0.0,2.0,56.0,135.0,113.0,0.0,135,0,0,0,130,0,0,171,1098,-31.0606024884219,-61.167889729979
Santa Fe,Rosario,Acebal,1.0,0.0,0.0,1299.0,463.0,63.0,0.0,8.0,185,1415,0,36,61,0,0,140,4969,-33.2436505576999,-60.837195481459
Santa Fe,Rosario,Albarellos,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0,0,0,0,0,0,20,253,-33.2413031665306,-60.6365751407418
Santa Fe,Rosario,Álvarez,1.0,0.0,0.0,942.0,538.0,95.0,0.0,0.0,47,1393,0,2,134,0,0,0,5417,-33.1306253585247,-60.8039626859935
Santa Fe,Rosario,Alvear,0.0,0.0,0.0,1562.0,375.0,116.0,56.0,3127.0,1912,3055,0,253,0,0,0,16,2402,-33.0614584695641,-60.6159765613734
Santa Fe,Rosario,Arbilla,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30,0,0,0,0,0,0,0,427,-33.0919516648506,-60.6993159324653
Santa Fe,Rosario,Arminda,0.0,0.0,0.0,94.0,20.0,12.0,0.0,0.0,0,86,0,0,40,0,0,0,288,-33.2658615254501,-60.9669188397385
Santa Fe,Rosario,Arroyo Seco,0.0,0.0,0.0,748.0,909.0,307.0,14.0,3406.0,1966,3417,0,2,0,0,0,11,20620,-33.1560225761175,-60.5101308080247
Santa Fe,Rosario,Carmen Del Sauce,0.0,0.0,0.0,2.0,134.0,32.0,0.0,37.0,0,3,0,180,0,0,0,22,531,-33.2376879120566,-60.8118679160701
Santa Fe,Rosario,Coronel Bogado,0.0,0.0,0.0,410.0,174.0,9.0,0.0,0.0,415,0,0,178,0,0,0,0,2204,-33.3175115859048,-60.6036347878573
Santa Fe,Rosario,Coronel Rodolfo S. Domínguez,0.0,0.0,0.0,74.0,150.0,94.0,0.0,0.0,0,318,0,0,0,0,0,0,796,-33.1854760061025,-60.7228633313771
Santa Fe,Rosario,Cuatro Esquinas,0.0,0.0,0.0,0.0,18.0,18.0,0.0,12.0,0,0,0,48,0,0,0,0,174,-33.2466228889596,-60.7649740219949
Santa Fe,Rosario,El Caramelo,0.0,0.0,0.0,65.0,338.0,122.0,0.0,43.0,71,0,0,497,0,0,0,0,155,-33.1288733975401,-60.7130394393533
Santa Fe,Rosario,Fighiera,0.0,0.0,0.0,311.0,248.0,36.0,0.0,0.0,342,0,0,0,0,0,0,258,4034,-33.1950187794417,-60.4706038463519
Santa Fe,Rosario,Funes,0.0,2.0,1.0,4166.0,364.0,2006.0,5.0,6472.0,4523,5934,1,2457,0,1,0,100,23281,-32.922782783063,-60.8121802825957
Santa Fe,Rosario,General Lagos,1.0,0.0,0.0,535.0,5.0,1.0,0.0,1.0,400,0,0,1,1,1,0,140,3419,-33.1121588884353,-60.5665737837063
Santa Fe,Rosario,Granadero Baigorria,0.0,0.0,0.0,348.0,1084.0,81.0,176.0,2449.0,0,4109,0,8,2,0,0,676,36994,-32.8613641656775,-60.7062159770827
Santa Fe,Rosario,Ibarlucea,0.0,0.0,0.0,18.0,564.0,354.0,207.0,692.0,0,692,0,728,0,0,0,415,3698,-32.8512561304404,-60.7884936646076
Santa Fe,Rosario,Kilómetro 101,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,2,0,1,36,-33.060584803082,-60.6856440118334
Santa Fe,Rosario,Monte Flores,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8,0,0,0,0,0,0,0,166,-33.0800073993365,-60.6355226681116
Santa Fe,Rosario,Pérez,11.0,0.0,0.0,746.0,1963.0,181.0,117.0,0.0,2894,0,0,114,0,10,0,6,26448,-32.99881116903,-60.7721592101064
Santa Fe,Rosario,Piñero (Est. Erasto),0.0,0.0,0.0,123.0,90.0,23.0,0.0,1.0,0,181,0,1,55,0,0,0,1146,-33.1112071010784,-60.7964961630631
Santa Fe,Rosario,Pueblo Esther,0.0,1.0,0.0,0.0,241.0,226.0,159.0,227.0,241,0,0,611,0,1,0,0,6789,-33.0730969403696,-60.5789195429283
Santa Fe,Rosario,Pueblo Muñoz (Est. Bernard),0.0,0.0,0.0,117.0,42.0,13.0,0.0,0.0,0,118,0,0,54,0,0,0,497,-33.1744833504332,-60.8971398400989
Santa Fe,Rosario,Pueblo Uranga,0.0,0.0,0.0,0.0,95.0,138.0,0.0,10.0,29,0,0,162,0,0,0,52,856,-33.2645299958204,-60.7083345859989
Santa Fe,Rosario,Puerto Arroyo Seco,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,25,0,0,0,413,-33.1315113496399,-60.5078884705177
Santa Fe,Rosario,Rosario,37.0,9.0,2.0,20210.0,82314.0,12000.0,703.0,214188.0,37272,183452,74,104073,218,1,0,5228,948312,-32.9538142575214,-60.6515379354516
Santa Fe,Rosario,Soldini,0.0,0.0,0.0,491.0,407.0,84.0,0.0,0.0,116,780,0,0,86,0,0,0,2577,-33.0239868445344,-60.7561883192345
Santa Fe,Rosario,Villa Amelia,0.0,0.0,0.0,135.0,149.0,0.0,0.0,0.0,172,109,0,2,0,0,0,2,835,-33.1771929125315,-60.6677297311463
Santa Fe,Rosario,Villa Del Plata,0.0,0.0,0.0,79.0,180.0,55.0,0.0,18.0,0,0,0,231,101,0,0,0,259,-33.1271769621356,-60.7090282248961
Santa Fe,Rosario,Villa Gobernador Gálvez,1.0,0.0,0.0,9544.0,2247.0,708.0,346.0,470.0,6752,17,0,1540,4987,0,0,35,80769,-33.0224078611601,-60.6336422555152
Santa Fe,Rosario,Zavalla,115.0,0.0,0.0,95.0,1438.0,91.0,0.0,0.0,710,932,0,0,0,0,0,95,4966,-33.0215698285974,-60.879303488531
Santa Fe,San Cristóbal,Aguará Grande,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,2,96,-30.1093090599224,-60.9437539322397
Santa Fe,San Cristóbal,Ambrosetti,0.0,1.0,0.0,80.0,5.0,0.0,0.0,0.0,0,0,0,0,0,1,0,84,905,-30.016999568893,-61.5765785011442
Santa Fe,San Cristóbal,Arrufo,4.0,0.0,0.0,142.0,111.0,14.0,0.0,0.0,155,166,0,116,0,0,0,0,1764,-30.2341495301456,-61.7285807001253
Santa Fe,San Cristóbal,Balneario La Verde,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,8,-29.9827373481556,-61.2428659094376
Santa Fe,San Cristóbal,Capivara,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,102,-30.4615028173869,-61.2722735128607
Santa Fe,San Cristóbal,Ceres,0.0,0.0,0.0,2261.0,1222.0,86.0,1.0,0.0,1060,1939,0,0,0,0,0,541,14499,-29.8823371283479,-61.9452374270961
Santa Fe,San Cristóbal,Colonia Ana,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,6,16,-30.1449998391803,-61.9147917462344
Santa Fe,San Cristóbal,Colonia Bossi,0.0,0.0,0.0,3.0,0.0,56.0,0.0,856.0,56,0,0,136,720,0,0,3,111,-30.6691245233432,-61.7896030300364
Santa Fe,San Cristóbal,Colonia Rosa,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,12,562,-30.3022785889636,-61.9844913702309
Santa Fe,San Cristóbal,Curupaity,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,15,220,-30.397911889967,-61.6518044215673
Santa Fe,San Cristóbal,Hersilia,0.0,0.0,0.0,167.0,394.0,8.0,0.0,0.0,0,199,0,0,0,0,0,370,2780,-30.0056765366847,-61.8396467676821
Santa Fe,San Cristóbal,Huanqueros,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,665,-30.0136747533996,-61.2192947646911
Santa Fe,San Cristóbal,La Cabral,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,2,161,-30.0876438007142,-61.1797070550573
Santa Fe,San Cristóbal,La Rubia,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,31,0,0,0,0,0,12,299,-30.1113966728017,-61.7927608545145
Santa Fe,San Cristóbal,Las Palmeras,0.0,0.0,0.0,74.0,23.0,0.0,0.0,0.0,0,0,0,0,0,0,0,97,545,-30.6326345828984,-61.6277233886562
Santa Fe,San Cristóbal,Moisés Ville,0.0,0.0,0.0,352.0,198.0,6.0,2.0,1.0,0,352,0,207,0,0,0,0,2318,-30.7182008702613,-61.469140085345
Santa Fe,San Cristóbal,Monigotes,0.0,0.0,0.0,11.0,44.0,2.0,0.0,0.0,0,0,0,45,0,0,0,12,347,-30.4901359922347,-61.6348224695165
Santa Fe,San Cristóbal,Ñanducita,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,46,79,-30.37245992257,-61.1326015812096
Santa Fe,San Cristóbal,Palacios,0.0,0.0,0.0,37.0,29.0,4.0,1.0,0.0,2,0,0,31,0,0,0,38,245,-30.7106694051354,-61.6236952048733
Santa Fe,San Cristóbal,San Cristóbal,548.0,1.0,0.0,1391.0,742.0,416.0,125.0,57.0,847,1242,0,597,0,1,0,595,14389,-30.311687011314,-61.2386444593771
Santa Fe,San Cristóbal,San Guillermo,0.0,0.0,0.0,736.0,1381.0,411.0,170.0,35.0,990,1502,0,47,0,0,0,195,6747,-30.3602098529676,-61.9178272634037
Santa Fe,San Cristóbal,Santurce,44.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,45,32,-30.1866452738191,-61.178528021881
Santa Fe,San Cristóbal,Soledad,0.0,0.0,0.0,0.0,169.0,1.0,0.0,0.0,0,0,0,0,0,0,0,170,1083,-30.6225538384456,-60.9166112630514
Santa Fe,San Cristóbal,Suardi,0.0,0.0,0.0,0.0,1560.0,0.0,0.0,0.0,0,0,0,1560,0,0,0,0,6080,-30.5361453460922,-61.9616805839765
Santa Fe,San Cristóbal,Villa Saralegui,3.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0,0,0,0,3,0,0,48,513,-30.5427027882285,-60.7477102618236
Santa Fe,San Javier,Alejandra,0.0,1.0,0.0,0.0,453.0,0.0,0.0,0.0,0,0,0,0,0,1,0,453,2962,-29.9103566747475,-59.8281612200693
Santa Fe,San Javier,Cacique Ariacaiquín,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,142,-30.6581364074941,-60.2307356488107
Santa Fe,San Javier,Colonia Durán,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,183,-29.5607537201086,-59.9270693537131
Santa Fe,San Javier,La Brava,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0,0,0,0,0,0,20,329,-30.4477825105448,-60.1409356882605
Santa Fe,San Javier,Romang,195.0,0.0,0.0,935.0,36.0,94.0,94.0,12.0,0,801,0,2,195,0,0,369,7755,-29.5018294527814,-59.7485934535059
Santa Fe,San Javier,San Javier,0.0,0.0,0.0,1004.0,103.0,8.0,1.0,0.0,0,826,0,96,0,0,0,194,13604,-30.5822068409869,-59.9313985183809
Santa Fe,San Jerónimo,Arocena,400.0,0.0,0.0,0.0,175.0,9.0,0.0,0.0,0,184,0,0,400,0,0,0,1608,-32.0800271942926,-60.9770049639573
Santa Fe,San Jerónimo,Barrancas,0.0,0.0,0.0,63.0,835.0,51.0,0.0,0.0,474,0,0,0,0,0,0,477,4650,-32.2366357816462,-60.9827401330363
Santa Fe,San Jerónimo,Barrio Caima,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,32,1655,-31.8320800807618,-60.8719647067245
Santa Fe,San Jerónimo,Bernardo De Irigoyen (Est. Irigoyen),0.0,0.0,0.0,0.0,230.0,12.0,3.0,0.0,0,0,0,245,0,0,0,0,1566,-32.1709306189148,-61.1572748282837
Santa Fe,San Jerónimo,Centeno,0.0,0.0,0.0,3.0,849.0,42.0,6.0,0.0,843,0,0,52,5,0,0,0,2870,-32.298023717348,-61.4107241466286
Santa Fe,San Jerónimo,Coronda,1098.0,0.0,0.0,141.0,390.0,62.0,0.0,3277.0,603,0,0,3277,215,0,0,883,16873,-31.975646712145,-60.9201341188126
Santa Fe,San Jerónimo,Desvío Arijón,51.0,0.0,0.0,52.0,88.0,14.0,0.0,0.0,151,0,0,0,0,0,0,54,946,-31.8727393656094,-60.8896993521491
Santa Fe,San Jerónimo,Díaz,0.0,0.0,0.0,237.0,209.0,0.0,0.0,68.0,256,0,0,258,0,0,0,0,1721,-32.3750588242506,-61.091442512126
Santa Fe,San Jerónimo,Gaboto,201.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0,0,0,0,201,0,0,240,2788,-32.4343760818819,-60.8185390941723
Santa Fe,San Jerónimo,Gálvez,45.0,0.0,0.0,273.0,5275.0,1264.0,42.0,570.0,3384,0,0,4069,0,1,0,20,19061,-32.0326455920318,-61.2199610274248
Santa Fe,San Jerónimo,Gessler,42.0,0.0,0.0,33.0,98.0,21.0,67.0,0.0,129,0,0,69,0,0,0,63,857,-31.8770449531764,-61.1288367653984
Santa Fe,San Jerónimo,Irigoyen,0.0,0.0,0.0,0.0,394.0,3.0,10.0,0.0,0,94,0,0,0,0,0,313,950,-32.16077341012,-61.1104258428642
Santa Fe,San Jerónimo,Larrechea,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,35,487,-31.9361305275575,-61.0477166860408
Santa Fe,San Jerónimo,Loma Alta,0.0,0.0,0.0,1.0,13.0,6.0,16.0,0.0,18,0,0,18,0,0,0,0,225,-31.9614431890621,-61.1783800456556
Santa Fe,San Jerónimo,López (Est. San Martín De Tours),0.0,0.0,0.0,7.0,318.0,35.0,54.0,0.0,31,383,0,0,0,0,0,0,1368,-31.9069668930749,-61.2799295377437
Santa Fe,San Jerónimo,Maciel,136.0,0.0,0.0,74.0,400.0,848.0,0.0,0.0,543,782,0,0,136,0,0,1,5634,-32.4587652553057,-60.8931126475643
Santa Fe,San Jerónimo,Monje,0.0,0.0,0.0,0.0,464.0,149.0,0.0,0.0,464,0,0,149,0,0,0,0,1838,-32.358735658961,-60.9429043010117
Santa Fe,San Jerónimo,San Eugenio,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0,0,0,21,0,0,0,0,79,-32.0768953861827,-61.1174234926527
Santa Fe,San Jerónimo,San Fabián,0.0,0.0,0.0,8.0,211.0,12.0,3.0,0.0,71,93,0,0,0,0,0,70,820,-32.1383718722873,-60.9832660246346
Santa Fe,San Jerónimo,San Genaro,0.0,0.0,0.0,0.0,506.0,811.0,38.0,11.0,462,0,0,855,0,0,0,49,4070,-32.3735383941398,-61.3606569211003
Santa Fe,San Jerónimo,San Genaro Norte,0.0,0.0,0.0,0.0,1026.0,54.0,2.0,0.0,1026,1,0,55,0,0,0,0,4661,-32.3658073636946,-61.3401798286706
Santa Fe,San Justo,Angeloni,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0,0,0,0,0,0,0,24,62,-30.8575177090903,-60.6486098681792
Santa Fe,San Justo,Cayastacito,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0,0,0,0,0,0,0,54,329,-31.1150071573313,-60.5814003944463
Santa Fe,San Justo,Colonia Dolores,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0,0,0,0,0,0,0,22,502,-30.3836825866932,-60.3307254883154
Santa Fe,San Justo,Esther,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0,0,0,0,0,0,0,10,41,-31.0434861128335,-60.6448661369776
Santa Fe,San Justo,Gobernador Crespo,1.0,0.0,0.0,90.0,1069.0,327.0,0.0,0.0,150,1080,0,0,0,0,0,257,5335,-30.3648346894928,-60.4011684048308
Santa Fe,San Justo,La Criolla (Est. Cañadita),249.0,0.0,0.0,236.0,130.0,0.0,0.0,0.0,257,327,0,0,0,0,0,31,1963,-30.2261579523496,-60.3664968225823
Santa Fe,San Justo,La Penca Y Caraguatá,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0,0,0,0,0,0,0,26,141,-30.3484964424709,-60.5217853393141
Santa Fe,San Justo,Marcelino Escalada,0.0,0.0,0.0,69.0,238.0,11.0,0.0,0.0,100,90,0,0,0,0,0,128,1646,-30.5819493055119,-60.4693860436357
Santa Fe,San Justo,Naré,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0,0,0,0,0,0,0,6,341,-30.951076187335,-60.4682102211441
Santa Fe,San Justo,Pedro Gómez Cello,2.0,0.0,0.0,72.0,20.0,0.0,0.0,0.0,0,0,0,0,0,0,0,94,554,-30.0384743425904,-60.3152431288441
Santa Fe,San Justo,Ramayón,0.0,0.0,0.0,0.0,143.0,1.0,0.0,0.0,0,0,0,0,0,0,0,144,550,-30.6758153384973,-60.4995553794067
Santa Fe,San Justo,San Bernardo,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0,0,0,0,0,0,0,6,27,-30.8905395009228,-60.5751464890853
Santa Fe,San Justo,San Justo,550.0,0.0,0.0,253.0,2750.0,304.0,18.0,4172.0,661,44,0,6534,550,0,0,269,21624,-30.7908665162845,-60.5940368250334
Santa Fe,San Justo,San Martín Norte,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0,0,0,0,0,0,0,35,563,-30.3493004076432,-60.3040548934806
Santa Fe,San Justo,Silva (Est. Abipones),0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0,0,0,0,0,0,0,25,360,-30.4486399849806,-60.430070013139
Santa Fe,San Justo,Vera Y Pintado (Est. Guaraníes),29.0,0.0,0.0,289.0,30.0,0.0,0.0,0.0,24,0,0,190,0,0,0,134,997,-30.1436425790617,-60.3373530550458
Santa Fe,San Justo,Videla,0.0,0.0,0.0,15.0,271.0,88.0,4.0,1.0,117,0,0,230,0,0,0,32,2027,-30.9465032627862,-60.6564412400796
Santa Fe,San Lorenzo,Aldao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,0,460,0,0,0,0,0,0,587,-32.7069853236032,-60.8179518202362
Santa Fe,San Lorenzo,Capitán Bermúdez,0.0,1.0,0.0,3426.0,1052.0,966.0,241.0,1399.0,3656,1201,1,2227,0,0,0,0,29218,-32.8282349449349,-60.7168207550494
Santa Fe,San Lorenzo,Carcarañá,0.0,0.0,0.0,290.0,565.0,62.0,0.0,0.0,935,1,0,0,0,0,0,0,16277,-32.8588281760163,-61.1523502197425
Santa Fe,San Lorenzo,Coronel Arnold,0.0,0.0,0.0,48.0,179.0,11.0,0.0,0.0,0,0,0,238,0,0,0,0,857,-33.1066175391399,-60.9665015588484
Santa Fe,San Lorenzo,Fray Luis Beltrán,0.0,0.0,0.0,2158.0,303.0,560.0,68.0,99.0,2226,24,0,938,0,0,0,0,15176,-32.7855581880336,-60.7291236444004
Santa Fe,San Lorenzo,Fuentes,1.0,0.0,0.0,0.0,82.0,766.0,0.0,0.0,80,0,0,769,0,0,0,0,2791,-33.1744416497872,-61.0750536976089
Santa Fe,San Lorenzo,Luis Palacios (Est. La Salada),35.0,0.0,0.0,2.0,45.0,0.0,0.0,478.0,0,478,0,0,0,0,0,82,836,-32.784870422621,-60.9076379614075
Santa Fe,San Lorenzo,Puerto General San Martín,215.0,2.0,0.0,7.0,3.0,2606.0,0.0,1.0,0,0,0,2602,215,2,0,13,13243,-32.7190025958741,-60.7334925388318
Santa Fe,San Lorenzo,Pujato,0.0,0.0,0.0,103.0,819.0,0.0,0.0,0.0,819,0,0,0,0,0,0,103,3370,-33.0195733543103,-61.0438316490822
Santa Fe,San Lorenzo,Ricardone,0.0,1.0,0.0,45.0,315.0,50.0,0.0,1010.0,388,1010,0,12,0,1,0,22,2570,-32.7736805491372,-60.786927658223
Santa Fe,San Lorenzo,Roldán,1.0,0.0,0.0,562.0,1089.0,1106.0,8.0,4432.0,2157,1963,0,2956,2,0,0,131,14113,-32.9023879302416,-60.9108827950649
Santa Fe,San Lorenzo,San Jerónimo Sud,0.0,0.0,0.0,21.0,120.0,21.0,0.0,939.0,161,939,0,2,0,0,0,0,2641,-32.8787353332163,-61.0243903952404
Santa Fe,San Lorenzo,San Lorenzo,1.0,0.0,0.0,697.0,1404.0,313.0,6.0,6009.0,2326,5159,0,930,0,0,0,53,45958,-32.7523069549362,-60.7356209815072
Santa Fe,San Lorenzo,Timbúes,134.0,1.0,0.0,102.0,222.0,1176.0,1.0,1.0,218,0,0,1207,134,1,0,78,3694,-32.6696252682834,-60.7943548240758
Santa Fe,San Lorenzo,Villa Elvira,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0,0,0,0,0,0,0,30,297,-32.6429185717722,-60.8177095118801
Santa Fe,San Lorenzo,Villa Mugueta,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,2139,-33.3139349307156,-61.0570695285482
Santa Fe,San Martín,Carlos Pellegrini,0.0,0.0,0.0,78.0,275.0,53.0,0.0,0.0,408,0,0,0,0,0,0,0,4971,-32.0526642372536,-61.78894991246
Santa Fe,San Martín,Casas,3.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0,59,0,0,0,0,0,0,729,-32.1279976039457,-61.5421282200809
Santa Fe,San Martín,Castelar,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,614,-31.6691692674795,-62.0899867120516
Santa Fe,San Martín,Colonia Belgrano,250.0,0.0,0.0,0.0,90.0,2.0,1.0,0.0,0,93,0,0,250,0,0,0,908,-31.9118940838345,-61.4023835358505
Santa Fe,San Martín,El Trébol,73.0,0.0,0.0,323.0,698.0,2588.0,0.0,320.0,880,2729,0,320,0,0,0,79,11086,-32.2030242455008,-61.7028944914559
Santa Fe,San Martín,Landeta,0.0,0.0,0.0,282.0,111.0,0.0,0.0,0.0,200,193,0,0,0,0,0,0,1357,-32.0138147005941,-62.0611771301989
Santa Fe,San Martín,Las Bandurrias,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0,26,0,0,0,0,0,0,172,-32.1991899646564,-61.4927940449511
Santa Fe,San Martín,Las Petacas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,872,-31.8247278111096,-62.1089907898346
Santa Fe,San Martín,Los Cardos,6.0,1.0,0.0,11.0,115.0,196.0,0.0,0.0,88,240,0,0,0,1,0,0,1310,-32.3243031135987,-61.6321111218833
Santa Fe,San Martín,María Susana,0.0,0.0,0.0,2.0,514.0,502.0,115.0,26.0,483,0,0,634,2,0,0,40,3197,-32.2654856687264,-61.9010253248989
Santa Fe,San Martín,Piamonte,0.0,0.0,0.0,0.0,1190.0,23.0,0.0,0.0,0,1213,0,0,0,0,0,0,3336,-32.1458665241358,-61.9811202181808
Santa Fe,San Martín,San Jorge,0.0,1.0,0.0,1899.0,1143.0,506.0,0.0,1315.0,1897,980,0,1817,0,1,0,183,17615,-31.898003817155,-61.8603287777206
Santa Fe,San Martín,San Martín De Las Escobas,0.0,0.0,0.0,29.0,492.0,639.0,5.0,530.0,853,744,0,0,0,0,0,98,2299,-31.8596737471682,-61.5702157763693
Santa Fe,San Martín,Sastre,0.0,0.0,0.0,203.0,277.0,105.0,272.0,179.0,423,0,0,474,0,0,0,145,5425,-31.7695325241636,-61.8294529565696
Santa Fe,Vera,Calchaquí,1050.0,1.0,0.0,64.0,563.0,60.0,0.0,0.0,460,0,0,0,1050,1,0,230,9651,-29.8905436040639,-60.285737676357
Santa Fe,Vera,Cañada Ombú,0.0,1.0,0.0,0.0,34.0,0.0,0.0,0.0,0,0,0,0,0,1,0,34,518,-28.31083042196,-59.9837166450891
Santa Fe,Vera,Colmena,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,141,-28.7658190432744,-60.0880421430925
Santa Fe,Vera,Fortín Olmos,0.0,2.0,0.0,0.0,337.0,0.0,0.0,0.0,0,0,0,0,0,2,0,337,1991,-29.0560211845387,-60.4143945851651
Santa Fe,Vera,Garabato,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0,0,0,0,0,0,0,104,995,-28.9553447407242,-60.1384384332405
Santa Fe,Vera,Golondrina,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0,0,0,0,0,0,0,70,563,-28.5588709585467,-60.0251919319472
Santa Fe,Vera,Intiyaco,0.0,2.0,0.0,0.0,97.0,0.0,0.0,0.0,0,0,0,0,0,2,0,97,1132,-28.6779253668564,-60.0724684333926
Santa Fe,Vera,Kilómetro 115,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,182,-28.8247510907656,-60.2256036446499
Santa Fe,Vera,La Gallareta,0.0,0.0,0.0,0.0,373.0,0.0,0.0,0.0,0,0,0,0,0,0,0,373,2189,-29.5854889982809,-60.3799393729758
Santa Fe,Vera,Los Amores,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0,0,0,0,0,0,0,122,1052,-28.1063721680455,-59.9786648326772
Santa Fe,Vera,Margarita,0.0,2.0,0.0,678.0,168.0,0.0,0.0,0.0,0,740,0,0,0,2,0,106,3534,-29.6910879587641,-60.2524652684442
Santa Fe,Vera,Paraje 29,0.0,1.0,0.0,0.0,34.0,0.0,0.0,0.0,0,0,0,0,0,1,0,34,185,-29.1097652045099,-60.2391297738452
Santa Fe,Vera,Pozo De Los Indios,0.0,2.0,0.0,0.0,23.0,0.0,0.0,0.0,0,0,0,0,0,2,0,23,440,-28.9451306017322,-60.2520035726174
Santa Fe,Vera,Pueblo Santa Lucía,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0,0,0,0,0,0,0,30,185,-29.2838158063585,-60.4038564051536
Santa Fe,Vera,Tartagal (Est. El Tajamar),0.0,0.0,0.0,165.0,45.0,0.0,0.0,0.0,0,0,0,0,0,0,0,210,1599,-28.6722104503175,-59.8468195282736
Santa Fe,Vera,Toba,0.0,1.0,0.0,0.0,52.0,0.0,0.0,0.0,0,0,0,0,0,1,0,52,266,-29.2675884279209,-60.1726559005792
Santa Fe,Vera,Vera (Est. Gobernador Vera),2000.0,0.0,0.0,282.0,1485.0,90.0,1.0,0.0,1064,0,0,0,2000,0,0,801,19185,-29.4629204507651,-60.2133477841634
Santiago Del Estero,Aguirre,Malbrán,0.0,1.0,0.0,6.0,89.0,1.0,0.0,0.0,12,0,0,0,0,1,0,0,1098,-29.3352110611277,-62.3314794611812
